Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RP","Pesticides Use","203","Czechia","5157","Agricultural Use","1314","Insecticides - Biopesticides","2007","2007","t","0.01","A","Official figure","Official figure"
"RP","Pesticides Use","208","Denmark","5157","Agricultural Use","1314","Insecticides - Biopesticides","2000","2000","t","2","A","Official figure","Official figure"
"RP","Pesticides Use","208","Denmark","5157","Agricultural Use","1314","Insecticides - Biopesticides","2001","2001","t","1","A","Official figure","Official figure"
"RP","Pesticides Use","214","Dominican Republic","5157","Agricultural Use","1314","Insecticides - Biopesticides","1994","1994","t","0","A","Official figure","Official figure"
"RP","Pesticides Use","214","Dominican Republic","5157","Agricultural Use","1314","Insecticides - Biopesticides","1995","1995","t","10","A","Official figure","Official figure"
"RP","Pesticides Use","214","Dominican Republic","5157","Agricultural Use","1314","Insecticides - Biopesticides","1996","1996","t","14","A","Official figure","Official figure"
"RP","Pesticides Use","214","Dominican Republic","5157","Agricultural Use","1314","Insecticides - Biopesticides","1997","1997","t","10","A","Official figure","Official figure"
"RP","Pesticides Use","214","Dominican Republic","5157","Agricultural Use","1314","Insecticides - Biopesticides","1998","1998","t","13","A","Official figure","Official figure"
"RP","Pesticides Use","214","Dominican Republic","5157","Agricultural Use","1314","Insecticides - Biopesticides","2000","2000","t","8","A","Official figure","Official figure"
"RP","Pesticides Use","214","Dominican Republic","5157","Agricultural Use","1314","Insecticides - Biopesticides","2001","2001","t","24","A","Official figure","Official figure"
"RP","Pesticides Use","214","Dominican Republic","5157","Agricultural Use","1314","Insecticides - Biopesticides","2003","2003","t","10.48","A","Official figure","Official figure"
"RP","Pesticides Use","214","Dominican Republic","5157","Agricultural Use","1314","Insecticides - Biopesticides","2004","2004","t","7.26","A","Official figure","Official figure"
"RP","Pesticides Use","214","Dominican Republic","5157","Agricultural Use","1314","Insecticides - Biopesticides","2005","2005","t","24.59","A","Official figure","Official figure"
"RP","Pesticides Use","214","Dominican Republic","5157","Agricultural Use","1314","Insecticides - Biopesticides","2006","2006","t","10.75","A","Official figure","Official figure"
"RP","Pesticides Use","214","Dominican Republic","5157","Agricultural Use","1314","Insecticides - Biopesticides","2007","2007","t","20.22","A","Official figure","Official figure"
"RP","Pesticides Use","214","Dominican Republic","5157","Agricultural Use","1314","Insecticides - Biopesticides","2008","2008","t","6.09","A","Official figure","Official figure"
"RP","Pesticides Use","214","Dominican Republic","5157","Agricultural Use","1314","Insecticides - Biopesticides","2009","2009","t","5.98","A","Official figure","Official figure"
"RP","Pesticides Use","214","Dominican Republic","5157","Agricultural Use","1314","Insecticides - Biopesticides","2010","2010","t","36.29","A","Official figure","Official figure"
"RP","Pesticides Use","214","Dominican Republic","5157","Agricultural Use","1314","Insecticides - Biopesticides","2021","2021","t","0.5","A","Official figure","Official figure"
"RP","Pesticides Use","214","Dominican Republic","5157","Agricultural Use","1314","Insecticides - Biopesticides","2022","2022","t","5.2","A","Official figure","Official figure"
"RP","Pesticides Use","214","Dominican Republic","5157","Agricultural Use","1338","Fung & Bact - Biopesticides","2022","2022","t","5.41","A","Official figure","Official figure"
"RP","Pesticides Use","218","Ecuador","5157","Agricultural Use","1314","Insecticides - Biopesticides","1995","1995","t","1","A","Official figure","Official figure"
"RP","Pesticides Use","218","Ecuador","5157","Agricultural Use","1314","Insecticides - Biopesticides","1996","1996","t","0","A","Official figure","Official figure"
"RP","Pesticides Use","218","Ecuador","5157","Agricultural Use","1314","Insecticides - Biopesticides","1997","1997","t","1","A","Official figure","Official figure"
"RP","Pesticides Use","218","Ecuador","5157","Agricultural Use","1314","Insecticides - Biopesticides","1998","1998","t","1","A","Official figure","Official figure"
"RP","Pesticides Use","218","Ecuador","5157","Agricultural Use","1314","Insecticides - Biopesticides","1999","1999","t","5","A","Official figure","Official figure"
"RP","Pesticides Use","218","Ecuador","5157","Agricultural Use","1314","Insecticides - Biopesticides","2000","2000","t","5","A","Official figure","Official figure"
"RP","Pesticides Use","218","Ecuador","5157","Agricultural Use","1314","Insecticides - Biopesticides","2001","2001","t","7","A","Official figure","Official figure"
"RP","Pesticides Use","218","Ecuador","5157","Agricultural Use","1314","Insecticides - Biopesticides","2002","2002","t","0.15","A","Official figure","Official figure"
"RP","Pesticides Use","218","Ecuador","5157","Agricultural Use","1314","Insecticides - Biopesticides","2003","2003","t","11.06","A","Official figure","Official figure"
"RP","Pesticides Use","218","Ecuador","5157","Agricultural Use","1314","Insecticides - Biopesticides","2004","2004","t","3.45","A","Official figure","Official figure"
"RP","Pesticides Use","218","Ecuador","5157","Agricultural Use","1314","Insecticides - Biopesticides","2005","2005","t","6.49","A","Official figure","Official figure"
"RP","Pesticides Use","218","Ecuador","5157","Agricultural Use","1314","Insecticides - Biopesticides","2006","2006","t","8.9","A","Official figure","Official figure"
"RP","Pesticides Use","218","Ecuador","5157","Agricultural Use","1314","Insecticides - Biopesticides","2007","2007","t","6.01","A","Official figure","Official figure"
"RP","Pesticides Use","218","Ecuador","5157","Agricultural Use","1314","Insecticides - Biopesticides","2008","2008","t","12.75","A","Official figure","Official figure"
"RP","Pesticides Use","218","Ecuador","5157","Agricultural Use","1314","Insecticides - Biopesticides","2009","2009","t","6.6","A","Official figure","Official figure"
"RP","Pesticides Use","218","Ecuador","5157","Agricultural Use","1314","Insecticides - Biopesticides","2010","2010","t","41.33","A","Official figure","Official figure"
"RP","Pesticides Use","218","Ecuador","5157","Agricultural Use","1314","Insecticides - Biopesticides","2011","2011","t","25.6","A","Official figure","Official figure"
"RP","Pesticides Use","218","Ecuador","5157","Agricultural Use","1314","Insecticides - Biopesticides","2012","2012","t","6.18","A","Official figure","Official figure"
"RP","Pesticides Use","218","Ecuador","5157","Agricultural Use","1314","Insecticides - Biopesticides","2013","2013","t","93.25","A","Official figure","Official figure"
"RP","Pesticides Use","222","El Salvador","5157","Agricultural Use","1314","Insecticides - Biopesticides","2005","2005","t","0.06","A","Official figure","Official figure"
"RP","Pesticides Use","222","El Salvador","5157","Agricultural Use","1314","Insecticides - Biopesticides","2006","2006","t","3.71","A","Official figure","Official figure"
"RP","Pesticides Use","222","El Salvador","5157","Agricultural Use","1314","Insecticides - Biopesticides","2007","2007","t","0.09","A","Official figure","Official figure"
"RP","Pesticides Use","222","El Salvador","5157","Agricultural Use","1314","Insecticides - Biopesticides","2008","2008","t","0.09","A","Official figure","Official figure"
"RP","Pesticides Use","222","El Salvador","5157","Agricultural Use","1314","Insecticides - Biopesticides","2009","2009","t","1.98","A","Official figure","Official figure"
"RP","Pesticides Use","222","El Salvador","5157","Agricultural Use","1314","Insecticides - Biopesticides","2010","2010","t","0.09","A","Official figure","Official figure"
"RP","Pesticides Use","222","El Salvador","5157","Agricultural Use","1314","Insecticides - Biopesticides","2011","2011","t","4.71","A","Official figure","Official figure"
"RP","Pesticides Use","222","El Salvador","5157","Agricultural Use","1314","Insecticides - Biopesticides","2012","2012","t","4.62","A","Official figure","Official figure"
"RP","Pesticides Use","222","El Salvador","5157","Agricultural Use","1314","Insecticides - Biopesticides","2013","2013","t","0.59","A","Official figure","Official figure"
"RP","Pesticides Use","222","El Salvador","5157","Agricultural Use","1314","Insecticides - Biopesticides","2014","2014","t","0.5","A","Official figure","Official figure"
"RP","Pesticides Use","222","El Salvador","5157","Agricultural Use","1314","Insecticides - Biopesticides","2017","2017","t","1.6","A","Official figure","Official figure"
"RP","Pesticides Use","222","El Salvador","5157","Agricultural Use","1314","Insecticides - Biopesticides","2018","2018","t","2.3","A","Official figure","Official figure"
"RP","Pesticides Use","222","El Salvador","5157","Agricultural Use","1314","Insecticides - Biopesticides","2019","2019","t","1.1","A","Official figure","Official figure"
"RP","Pesticides Use","222","El Salvador","5157","Agricultural Use","1314","Insecticides - Biopesticides","2020","2020","t","0.93","A","Official figure","Official figure"
"RP","Pesticides Use","222","El Salvador","5157","Agricultural Use","1314","Insecticides - Biopesticides","2021","2021","t","3.6","A","Official figure","Official figure"
"RP","Pesticides Use","233","Estonia","5157","Agricultural Use","1314","Insecticides - Biopesticides","2002","2002","t","0","A","Official figure","Official figure"
"RP","Pesticides Use","233","Estonia","5157","Agricultural Use","1314","Insecticides - Biopesticides","2003","2003","t","0","A","Official figure","Official figure"
"RP","Pesticides Use","233","Estonia","5157","Agricultural Use","1314","Insecticides - Biopesticides","2004","2004","t","0","A","Official figure","Taken from Eurostat sales database"
"RP","Pesticides Use","233","Estonia","5157","Agricultural Use","1314","Insecticides - Biopesticides","2005","2005","t","1","A","Official figure","Official figure"
"RP","Pesticides Use","233","Estonia","5157","Agricultural Use","1314","Insecticides - Biopesticides","2006","2006","t","1","A","Official figure","Official figure"
"RP","Pesticides Use","233","Estonia","5157","Agricultural Use","1314","Insecticides - Biopesticides","2007","2007","t","1","A","Official figure","Official figure"
"RP","Pesticides Use","233","Estonia","5157","Agricultural Use","1314","Insecticides - Biopesticides","2008","2008","t","1","A","Official figure","Official figure"
"RP","Pesticides Use","233","Estonia","5157","Agricultural Use","1314","Insecticides - Biopesticides","2018","2018","t","0","A","Official figure","Official figure"
"RP","Pesticides Use","233","Estonia","5157","Agricultural Use","1314","Insecticides - Biopesticides","2020","2020","t","0","A","Official figure","Official figure"
"RP","Pesticides Use","233","Estonia","5157","Agricultural Use","1314","Insecticides - Biopesticides","2021","2021","t","0","A","Official figure","Official figure"
"RP","Pesticides Use","234","Faroe Islands","5157","Agricultural Use","1314","Insecticides - Biopesticides","2017","2017","t","0","A","Official figure","Official figure"
"RP","Pesticides Use","234","Faroe Islands","5157","Agricultural Use","1314","Insecticides - Biopesticides","2018","2018","t","0","A","Official figure","Official figure"
"RP","Pesticides Use","234","Faroe Islands","5157","Agricultural Use","1314","Insecticides - Biopesticides","2019","2019","t","0","A","Official figure","Official figure"
"RP","Pesticides Use","234","Faroe Islands","5157","Agricultural Use","1314","Insecticides - Biopesticides","2020","2020","t","0","A","Official figure","Official figure"
"RP","Pesticides Use","246","Finland","5157","Agricultural Use","1314","Insecticides - Biopesticides","1990","1990","t","3","A","Official figure","Official figure"
"RP","Pesticides Use","246","Finland","5157","Agricultural Use","1314","Insecticides - Biopesticides","1991","1991","t","3","A","Official figure","Official figure"
"RP","Pesticides Use","246","Finland","5157","Agricultural Use","1314","Insecticides - Biopesticides","1992","1992","t","3","A","Official figure","Official figure"
"RP","Pesticides Use","246","Finland","5157","Agricultural Use","1314","Insecticides - Biopesticides","1993","1993","t","0","A","Official figure","Official figure"
"RP","Pesticides Use","246","Finland","5157","Agricultural Use","1314","Insecticides - Biopesticides","1994","1994","t","0","A","Official figure","Official figure"
"RP","Pesticides Use","246","Finland","5157","Agricultural Use","1314","Insecticides - Biopesticides","1995","1995","t","0","A","Official figure","Official figure"
"RP","Pesticides Use","246","Finland","5157","Agricultural Use","1314","Insecticides - Biopesticides","1996","1996","t","0","A","Official figure","Official figure"
"RP","Pesticides Use","246","Finland","5157","Agricultural Use","1314","Insecticides - Biopesticides","1997","1997","t","0","A","Official figure","Official figure"
"RP","Pesticides Use","246","Finland","5157","Agricultural Use","1314","Insecticides - Biopesticides","1998","1998","t","0","A","Official figure","Official figure"
"RP","Pesticides Use","246","Finland","5157","Agricultural Use","1314","Insecticides - Biopesticides","1999","1999","t","0","A","Official figure","Official figure"
"RP","Pesticides Use","246","Finland","5157","Agricultural Use","1314","Insecticides - Biopesticides","2000","2000","t","0.16","A","Official figure","Official figure"
"RP","Pesticides Use","246","Finland","5157","Agricultural Use","1314","Insecticides - Biopesticides","2001","2001","t","0.19","A","Official figure","Official figure"
"RP","Pesticides Use","246","Finland","5157","Agricultural Use","1314","Insecticides - Biopesticides","2002","2002","t","0.18","A","Official figure","Official figure"
"RP","Pesticides Use","246","Finland","5157","Agricultural Use","1314","Insecticides - Biopesticides","2003","2003","t","0.21","A","Official figure","Official figure"
"RP","Pesticides Use","246","Finland","5157","Agricultural Use","1314","Insecticides - Biopesticides","2004","2004","t","0.17","A","Official figure","Official figure"
"RP","Pesticides Use","246","Finland","5157","Agricultural Use","1314","Insecticides - Biopesticides","2005","2005","t","0.17","A","Official figure","Official figure"
"RP","Pesticides Use","246","Finland","5157","Agricultural Use","1314","Insecticides - Biopesticides","2006","2006","t","0.14","A","Official figure","Official figure"
"RP","Pesticides Use","246","Finland","5157","Agricultural Use","1314","Insecticides - Biopesticides","2007","2007","t","6.74","A","Official figure","Official figure"
"RP","Pesticides Use","246","Finland","5157","Agricultural Use","1314","Insecticides - Biopesticides","2008","2008","t","7.07","A","Official figure","Official figure"
"RP","Pesticides Use","246","Finland","5157","Agricultural Use","1314","Insecticides - Biopesticides","2009","2009","t","5.6","A","Official figure","Official figure"
"RP","Pesticides Use","246","Finland","5157","Agricultural Use","1314","Insecticides - Biopesticides","2010","2010","t","5.97","A","Official figure","Official figure"
"RP","Pesticides Use","246","Finland","5157","Agricultural Use","1314","Insecticides - Biopesticides","2011","2011","t","1.51","A","Official figure","Official figure"
"RP","Pesticides Use","246","Finland","5157","Agricultural Use","1314","Insecticides - Biopesticides","2012","2012","t","4","A","Official figure","Official figure"
"RP","Pesticides Use","246","Finland","5157","Agricultural Use","1314","Insecticides - Biopesticides","2013","2013","t","2.27","A","Official figure","Official figure"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1314","Insecticides - Biopesticides","1996","1996","t","23","A","Official figure","Official figure"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1314","Insecticides - Biopesticides","2011","2011","t","6.3","A","Official figure","Official figure"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1314","Insecticides - Biopesticides","2012","2012","t","4.4","A","Official figure","Official figure"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1314","Insecticides - Biopesticides","2013","2013","t","0.19","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1314","Insecticides - Biopesticides","2014","2014","t","0.3","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1314","Insecticides - Biopesticides","2015","2015","t","0.62","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1314","Insecticides - Biopesticides","2016","2016","t","1.42","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1314","Insecticides - Biopesticides","2017","2017","t","1.05","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1314","Insecticides - Biopesticides","2018","2018","t","0.99","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1314","Insecticides - Biopesticides","2019","2019","t","0.06","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1314","Insecticides - Biopesticides","2020","2020","t","102.95","A","Official figure","Official figure"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1314","Insecticides - Biopesticides","2021","2021","t","144.65","A","Official figure","Official figure"
"RP","Pesticides Use","258","French Polynesia","5157","Agricultural Use","1314","Insecticides - Biopesticides","2019","2019","t","1","A","Official figure","Official figure"
"RP","Pesticides Use","258","French Polynesia","5157","Agricultural Use","1314","Insecticides - Biopesticides","2020","2020","t","2","A","Official figure","Official figure"
"RP","Pesticides Use","258","French Polynesia","5157","Agricultural Use","1314","Insecticides - Biopesticides","2021","2021","t","2.6","A","Official figure","Official figure"
"RP","Pesticides Use","258","French Polynesia","5157","Agricultural Use","1314","Insecticides - Biopesticides","2022","2022","t","4.5","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","1990","1990","t","1","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","1991","1991","t","78","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","1992","1992","t","83","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","1993","1993","t","301","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","1994","1994","t","173","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","1995","1995","t","174","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","1996","1996","t","102","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","1997","1997","t","188","A","Official figure","Taken from Eurostat sales database"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","1998","1998","t","202","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","1999","1999","t","180","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","2000","2000","t","86.04","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","2001","2001","t","61.93","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","2002","2002","t","77.18","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","2003","2003","t","54.73","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","2004","2004","t","151","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","2005","2005","t","109.7","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","2006","2006","t","113.28","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","2007","2007","t","168.26","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","2008","2008","t","160.37","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","2009","2009","t","118.89","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","2010","2010","t","111.97","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","2011","2011","t","155.22","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","2012","2012","t","114.09","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","2013","2013","t","259.5","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","2014","2014","t","124.09","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","2015","2015","t","112.19","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","2016","2016","t","19","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","2017","2017","t","31","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","2018","2018","t","15","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","2019","2019","t","25","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","2020","2020","t","20","A","Official figure","Official figure"
"RP","Pesticides Use","288","Ghana","5157","Agricultural Use","1314","Insecticides - Biopesticides","1995","1995","t","0.9","A","Official figure","Official figure"
"RP","Pesticides Use","288","Ghana","5157","Agricultural Use","1314","Insecticides - Biopesticides","1996","1996","t","0.3","A","Official figure","Official figure"
"RP","Pesticides Use","300","Greece","5157","Agricultural Use","1314","Insecticides - Biopesticides","2018","2018","t","6.87","A","Official figure","Official figure"
"RP","Pesticides Use","300","Greece","5157","Agricultural Use","1314","Insecticides - Biopesticides","2019","2019","t","7.86","A","Official figure","Official figure"
"RP","Pesticides Use","300","Greece","5157","Agricultural Use","1314","Insecticides - Biopesticides","2020","2020","t","8.89","A","Official figure","Official figure"
"RP","Pesticides Use","300","Greece","5157","Agricultural Use","1314","Insecticides - Biopesticides","2021","2021","t","3.46","A","Official figure","Official figure"
"RP","Pesticides Use","320","Guatemala","5157","Agricultural Use","1314","Insecticides - Biopesticides","1996","1996","t","42.21","A","Official figure","Official figure"
"RP","Pesticides Use","320","Guatemala","5157","Agricultural Use","1314","Insecticides - Biopesticides","2004","2004","t","23.77","A","Official figure","Official figure"
"RP","Pesticides Use","320","Guatemala","5157","Agricultural Use","1314","Insecticides - Biopesticides","2005","2005","t","22.19","A","Official figure","Official figure"
"RP","Pesticides Use","320","Guatemala","5157","Agricultural Use","1314","Insecticides - Biopesticides","2006","2006","t","25.5","A","Official figure","Official figure"
"RP","Pesticides Use","320","Guatemala","5157","Agricultural Use","1314","Insecticides - Biopesticides","2007","2007","t","16.58","A","Official figure","Official figure"
"RP","Pesticides Use","320","Guatemala","5157","Agricultural Use","1314","Insecticides - Biopesticides","2008","2008","t","30.39","A","Official figure","Official figure"
"RP","Pesticides Use","320","Guatemala","5157","Agricultural Use","1314","Insecticides - Biopesticides","2009","2009","t","14.83","A","Official figure","Official figure"
"RP","Pesticides Use","320","Guatemala","5157","Agricultural Use","1314","Insecticides - Biopesticides","2010","2010","t","27.64","A","Official figure","Official figure"
"RP","Pesticides Use","320","Guatemala","5157","Agricultural Use","1314","Insecticides - Biopesticides","2011","2011","t","2","A","Official figure","Official figure"
"RP","Pesticides Use","320","Guatemala","5157","Agricultural Use","1314","Insecticides - Biopesticides","2012","2012","t","5.6","A","Official figure","Official figure"
"RP","Pesticides Use","320","Guatemala","5157","Agricultural Use","1314","Insecticides - Biopesticides","2013","2013","t","7.4","A","Official figure","Official figure"
"RP","Pesticides Use","340","Honduras","5157","Agricultural Use","1314","Insecticides - Biopesticides","1990","1990","t","29","I","Imputed value","Imputed value"
"RP","Pesticides Use","340","Honduras","5157","Agricultural Use","1314","Insecticides - Biopesticides","1991","1991","t","21","I","Imputed value","Imputed value"
"RP","Pesticides Use","340","Honduras","5157","Agricultural Use","1314","Insecticides - Biopesticides","1992","1992","t","38","I","Imputed value","Imputed value"
"RP","Pesticides Use","340","Honduras","5157","Agricultural Use","1314","Insecticides - Biopesticides","2006","2006","t","6.7","A","Official figure","Official figure"
"RP","Pesticides Use","340","Honduras","5157","Agricultural Use","1314","Insecticides - Biopesticides","2007","2007","t","6.4","A","Official figure","Official figure"
"RP","Pesticides Use","340","Honduras","5157","Agricultural Use","1314","Insecticides - Biopesticides","2008","2008","t","7.3","A","Official figure","Official figure"
"RP","Pesticides Use","340","Honduras","5157","Agricultural Use","1314","Insecticides - Biopesticides","2009","2009","t","3","A","Official figure","Official figure"
"RP","Pesticides Use","340","Honduras","5157","Agricultural Use","1314","Insecticides - Biopesticides","2010","2010","t","6.8","A","Official figure","Official figure"
"RP","Pesticides Use","340","Honduras","5157","Agricultural Use","1314","Insecticides - Biopesticides","2011","2011","t","8.5","I","Imputed value","Imputed value"
"RP","Pesticides Use","340","Honduras","5157","Agricultural Use","1314","Insecticides - Biopesticides","2012","2012","t","1.04","A","Official figure","Official figure"
"RP","Pesticides Use","348","Hungary","5157","Agricultural Use","1314","Insecticides - Biopesticides","1997","1997","t","0","A","Official figure","Official figure"
"RP","Pesticides Use","348","Hungary","5157","Agricultural Use","1314","Insecticides - Biopesticides","1998","1998","t","1","A","Official figure","Official figure"
"RP","Pesticides Use","348","Hungary","5157","Agricultural Use","1314","Insecticides - Biopesticides","1999","1999","t","0","A","Official figure","Official figure"
"RP","Pesticides Use","348","Hungary","5157","Agricultural Use","1314","Insecticides - Biopesticides","2000","2000","t","0","A","Official figure","Official figure"
"RP","Pesticides Use","348","Hungary","5157","Agricultural Use","1314","Insecticides - Biopesticides","2001","2001","t","0","A","Official figure","Official figure"
"RP","Pesticides Use","352","Iceland","5157","Agricultural Use","1314","Insecticides - Biopesticides","1999","1999","t","0.01","A","Official figure","Official figure"
"RP","Pesticides Use","352","Iceland","5157","Agricultural Use","1314","Insecticides - Biopesticides","2000","2000","t","0","A","Official figure","Official figure"
"RP","Pesticides Use","352","Iceland","5157","Agricultural Use","1314","Insecticides - Biopesticides","2001","2001","t","0","A","Official figure","Official figure"
"RP","Pesticides Use","352","Iceland","5157","Agricultural Use","1314","Insecticides - Biopesticides","2009","2009","t","0.01","A","Official figure","Official figure"
"RP","Pesticides Use","352","Iceland","5157","Agricultural Use","1314","Insecticides - Biopesticides","2011","2011","t","0.01","A","Official figure","Official figure"
"RP","Pesticides Use","352","Iceland","5157","Agricultural Use","1314","Insecticides - Biopesticides","2012","2012","t","0.01","A","Official figure","Official figure"
"RP","Pesticides Use","352","Iceland","5157","Agricultural Use","1314","Insecticides - Biopesticides","2013","2013","t","0","A","Official figure","Official figure"
"RP","Pesticides Use","352","Iceland","5157","Agricultural Use","1314","Insecticides - Biopesticides","2014","2014","t","0","A","Official figure","Official figure"
"RP","Pesticides Use","352","Iceland","5157","Agricultural Use","1314","Insecticides - Biopesticides","2015","2015","t","0","A","Official figure","Official figure"
"RP","Pesticides Use","352","Iceland","5157","Agricultural Use","1314","Insecticides - Biopesticides","2016","2016","t","0","A","Official figure","Official figure"
"RP","Pesticides Use","352","Iceland","5157","Agricultural Use","1314","Insecticides - Biopesticides","2017","2017","t","0","A","Official figure","Official figure"
"RP","Pesticides Use","352","Iceland","5157","Agricultural Use","1314","Insecticides - Biopesticides","2018","2018","t","0","A","Official figure","Official figure"
"RP","Pesticides Use","352","Iceland","5157","Agricultural Use","1314","Insecticides - Biopesticides","2019","2019","t","0","A","Official figure","Official figure"
"RP","Pesticides Use","352","Iceland","5157","Agricultural Use","1314","Insecticides - Biopesticides","2020","2020","t","0","A","Official figure","Official figure"
"RP","Pesticides Use","352","Iceland","5157","Agricultural Use","1314","Insecticides - Biopesticides","2021","2021","t","0","A","Official figure","Official figure"
"RP","Pesticides Use","356","India","5157","Agricultural Use","1314","Insecticides - Biopesticides","1993","1993","t","75","I","Imputed value","Imputed value"
"RP","Pesticides Use","356","India","5157","Agricultural Use","1314","Insecticides - Biopesticides","1994","1994","t","123","A","Official figure","Official figure"
"RP","Pesticides Use","356","India","5157","Agricultural Use","1314","Insecticides - Biopesticides","1995","1995","t","175","A","Official figure","Official figure"
"RP","Pesticides Use","356","India","5157","Agricultural Use","1314","Insecticides - Biopesticides","1996","1996","t","219","A","Official figure","Official figure"
"RP","Pesticides Use","356","India","5157","Agricultural Use","1314","Insecticides - Biopesticides","1997","1997","t","395","A","Official figure","Official figure"
"RP","Pesticides Use","356","India","5157","Agricultural Use","1314","Insecticides - Biopesticides","1998","1998","t","482","A","Official figure","Taken from Eurostat sales database"
"RP","Pesticides Use","356","India","5157","Agricultural Use","1314","Insecticides - Biopesticides","1999","1999","t","874","A","Official figure","Official figure"
"RP","Pesticides Use","368","Iraq","5157","Agricultural Use","1314","Insecticides - Biopesticides","1995","1995","t","9","A","Official figure","Official figure"
"RP","Pesticides Use","368","Iraq","5157","Agricultural Use","1314","Insecticides - Biopesticides","1996","1996","t","3","A","Official figure","Official figure"
"RP","Pesticides Use","368","Iraq","5157","Agricultural Use","1314","Insecticides - Biopesticides","1998","1998","t","0","A","Official figure","Official figure"
